,title,author_name,title_link,date
358,Intraday Herding on a Cross-Border Exchange,"Panos Andrikopoulos, Vasileios Kallinterakis, Mario Pedro Leite Ferreira, Thanos  Verousis",https://pureportal.coventry.ac.uk/en/publications/intraday-herding-on-a-cross-border-exchange,Oct 2017
359,Investor sentiment towards Corporate Announcement,"Prabhu Udawatte, Thiyagaraj Rangasamy",https://pureportal.coventry.ac.uk/en/publications/investor-sentiment-towards-corporate-announcement,17 Feb 2017
360,Islamic Finance Ethics and Perception of Western Consumers,Samir Alamad,https://pureportal.coventry.ac.uk/en/publications/islamic-finance-ethics-and-perception-of-western-consumers,13 Mar 2017
361,Is the Threat of Foreign Aid Withdrawal an Effective Deterrent to Political Oppression? Evidence from 53 African Countries,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/is-the-threat-of-foreign-aid-withdrawal-an-effective-deterrent-to,8 Mar 2017
362,Learning by doing: Do economics students self-evaluation skills improve?,"Jon Guest, Robert Riegler",https://pureportal.coventry.ac.uk/en/publications/learning-by-doing-do-economics-students-self-evaluation-skills-im-2,Jan 2017
363,Managing Conflict of Interests in Professional Accounting Firms,Maria Ishaque,https://pureportal.coventry.ac.uk/en/publications/managing-conflict-of-interests-in-professional-accounting-firms,4 Oct 2017
364,"Megaproject Screening and Management: King’s Cross, Olympic Park and Nine Elms","Reyhaneh Rahimzad, Simon Huston, Ali Parsa",https://pureportal.coventry.ac.uk/en/publications/megaproject-screening-and-management-kings-cross-olympic-park-and,14 Sep 2017
365,Not all that Glitters is Gold: ICT and Inclusive Human Development in Sub-Saharan Africa,"Jacinta Nwachukwu, Simplice Asongu",https://pureportal.coventry.ac.uk/en/publications/not-all-that-glitters-is-gold-ict-and-inclusive-human-development,2017
366,Ownership Structure and the Choice of SEO Issue Method in the UK,"Panos Andrikopoulos, Ji  Sun, Jie  Guo",https://pureportal.coventry.ac.uk/en/publications/ownership-structure-and-the-choice-of-seo-issue-method-in-the-uk,2017
367,"Quality of Growth Empirics: Comparative Gaps, Benchmarking and Policy Syndromes","Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/quality-of-growth-empirics-comparative-gaps-benchmarking-and-poli,2017
368,Reconsider a Currency Union in Asia,Wei Song,https://pureportal.coventry.ac.uk/en/publications/reconsider-a-currency-union-in-asia,2017
369,Risk return profiles of Islamic equities and commodity portfolios in different market conditions,"Sarkar Kabir, A. Mansur M. Masih, Obiyathulla Ismath Bacha",https://pureportal.coventry.ac.uk/en/publications/risk-return-profiles-of-islamic-equities-and-commodity-portfolios,2017
370,Short and Long-Run Determinates of Tourist Flows: The Case of South Korea,"G. Agiomirgianakis, Dimitris, Jim Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/short-and-long-run-determinates-of-tourist-flows-the-case-of-sout,2017
371,Smart Urban Planning,"Simon Huston, Arvydas Jadevicius, Savas Zafer Sahin",https://pureportal.coventry.ac.uk/en/publications/smart-urban-planning,14 Sep 2017
372,"Smart urban regeneration: Visions, institutions and mechanisms for real estate",Simon Huston,https://pureportal.coventry.ac.uk/en/publications/smart-urban-regeneration-visions-institutions-and-mechanisms-for-,14 Sep 2017
373,Special issue of the Review of Behavioral Finance guest editors’ introduction,"Panos Andrikopoulos,  Evangelos  Vagenas-Nanos",https://pureportal.coventry.ac.uk/en/publications/special-issue-of-the-review-of-behavioral-finance-guest-editors-i,5 Jun 2017
374,Stock Liquidity and SMEs’ Likelihood of Bankruptcy: Evidence from the US Market,"Izidin El kalak, Alcino Azevedo, Robert Hudson, Mohamad Nazri Abd Karim",https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-smes-likelihood-of-bankruptcy-evidence-from-t,Dec 2017
375,Strategic Market Games and Ricardo,Waseem Toraubally,https://pureportal.coventry.ac.uk/en/publications/strategic-market-games-and-ricardo,19 Nov 2017
376,Sukuk and Bond: An Empirical Analysis with Characteristics Matching,"Sarkar Kabir, Sawkat Hossain , Hamid Uddin",https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-an-empirical-analysis-with-characteristics-matchin,2017
377,Supply and demand sides of mobile payment: A comparative analysis of successful mobile payment adoption in developed and developing countries,"Chatchai Kongaut, Piotr Lis",https://pureportal.coventry.ac.uk/en/publications/supply-and-demand-sides-of-mobile-payment-a-comparative-analysis-,2017
378,Tenure and spending within UK households at the end of the recent recession,Jacinta C. Nwachukwu,https://pureportal.coventry.ac.uk/en/publications/tenure-and-spending-within-uk-households-at-the-end-of-the-recent-2,Sep 2017
379,The effects of Foreign Ownership and Chinese firms’ Earnings Management: Accrual-based and Real activity-based,"Prabhu Udawatte, Sang Ho Kim, Yohan  An",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-foreign-ownership-and-chinese-firms-earnings-manag,2017
380,The impact of civil war on foreign direct investment flows to developing countries,"Chengchun Li, Syed Mansoob Murshed, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-civil-war-on-foreign-direct-investment-flows-to-dev-2,2017
381,The Impact of Terrorism on Governance in African Countries,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-terrorism-on-governance-in-african-countries,Nov 2017
382,The Performance Consequences of Board Structure Changes: Evidence from Ghana,"Andrews Owusu, Mark Holmes, Jacob Agyemang",https://pureportal.coventry.ac.uk/en/publications/the-performance-consequences-of-board-structure-changes-evidence-,19 Dec 2017
383,The stability of money demand in the long-run: Italy 1861–2011,"Vittorio Daniele, Pasquale Foresti, Oreste Napolitano",https://pureportal.coventry.ac.uk/en/publications/the-stability-of-money-demand-in-the-long-run-italy-18612011,May 2017
384,The Structure of UK Outbound FDI And Environmental Regulation,Abay Mulatu,https://pureportal.coventry.ac.uk/en/publications/the-structure-of-uk-outbound-fdi-and-environmental-regulation,Sep 2017
385,The Synergy of Financial Sector Development and Information Sharing in Financial Access: Propositions and Empirical Evidence,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-synergy-of-financial-sector-development-and-information-shari,Apr 2017
386,The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"Judith Kabajulizi, Marcus Keogh-Brown, Richard Smith",https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m-2,Dec 2017
387,The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"Judith Kabajulizi, Marcus Keogh-Brown, Richard Smith",https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m,30 Jun 2017
388,Understanding Islamic financial reporting standardisation projects: institutional logics perspective,Ahmad Abras,https://pureportal.coventry.ac.uk/en/publications/understanding-islamic-financial-reporting-standardisation-project,2017
389,Urban Conundrums,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/urban-conundrums,14 Sep 2017
390,Valuation Systems: The case of Dubai,"Simon Huston, Ebraheim Ali Lahbash, Ali Parsa",https://pureportal.coventry.ac.uk/en/publications/valuation-systems-the-case-of-dubai,14 Sep 2017
391,What drives differences of opinion in sovereign ratings? The roles of information disclosure and political risk,"Huong Vu, Rasha Alsakka, Owain ap Gwilym",https://pureportal.coventry.ac.uk/en/publications/what-drives-differences-of-opinion-in-sovereign-ratings-the-roles,Jul 2017
392,What is the net effect of financial liberalization on bank productivity? A decomposition analysis of bank total factor productivity growth,"Sailesh Tanna, Yun Luo, Glauco De Vita",https://pureportal.coventry.ac.uk/en/publications/what-is-the-net-effect-of-financial-liberalization-on-bank-produc,Jul 2017
393,A Brief Future of Time in the Monopoly of Scientific Knowledge,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/a-brief-future-of-time-in-the-monopoly-of-scientific-knowledge-2,Dec 2016
394,An Examination of the Fraud Triangle Model: Implications for External Auditors and Audit Regulators,"Rasha Kassem, Andrew Higson",https://pureportal.coventry.ac.uk/en/publications/an-examination-of-the-fraud-triangle-model-implications-for-exter,4 May 2016
395,Basic Mathematics for Economists,"Piotr Lis, Mike Rosser",https://pureportal.coventry.ac.uk/en/publications/basic-mathematics-for-economists,22 Mar 2016
396,Cash flow analysis and case studies,"Alessio Faccia, Francesco Manni",https://pureportal.coventry.ac.uk/en/publications/cash-flow-analysis-and-case-studies,30 Dec 2016
397,Combating Environmental Irresponsibility of TNCs in Africa: An Empirical Analysis,"Hakeem O. Yusuf, Kamil Omoteso",https://pureportal.coventry.ac.uk/en/publications/combating-environmental-irresponsibility-of-tncs-in-africa-an-emp-2,2016
398,"Conditional linkages between iron ore exports, foreign aid and terrorism","S. A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/conditional-linkages-between-iron-ore-exports-foreign-aid-and-ter-2,Dec 2016
399,Connected Vehicles: Performance Convenience and Safety verses Security,Garikayi Madzudzo,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-verses-secu,1 Sep 2016
400,Connected Vehicles: Performance Convenience and Safety versus Security,Garikayi Madzudzo,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-versus-secu,1 Sep 2016
401,Detecting Bribery: A Guide for External Auditors,"Rasha Kassem, Andrew Higson",https://pureportal.coventry.ac.uk/en/publications/detecting-bribery-a-guide-for-external-auditors,Apr 2016
402,Economics and Political Implications of International Financial Reporting Standards,"E. Uchenna (Editor), M. Nnadi (Editor), Sailesh Tanna (Editor), F. Iyoha (Editor)",https://pureportal.coventry.ac.uk/en/publications/economics-and-political-implications-of-international-financial-r-2,Mar 2016
403,Entry strategies used by South African MNEs for FDI during turbulent times.,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/entry-strategies-used-by-south-african-mnes-for-fdi-during-turbul,2016
404,Equilibrium Interaction of Borrowing and Short-Sale Constraints and Asset Pricing,Nam Dau,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sale-constraints-a,2016
405,Equilibrium Interaction of Borrowing and Short-Sales Constraints and Asset Pricing,Nam Dau,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sales-constraints-,2016
406,External auditors and corporate corruption: Implications for audit regulators: Current Issues in Auditing Journal,"Rasha Kassem, Andrew Higson",https://pureportal.coventry.ac.uk/en/publications/external-auditors-and-corporate-corruption-implications-for-audit,Jun 2016
407,Financial Contagion from US to African Frontier Markets during the 2007-2009 Global Financial Crisis,"Jaliyyah Ahmadu-Bello, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/financial-contagion-from-us-to-african-frontier-markets-during-th,2016
408,"Financial Innovation, Banking System and Housing Market. Is the Concept of Financial Innovation Enough to Explain the Banks’ Regulatory Arbitrage?","Eliana Lauretta, Marco Raberto, Andrea Mazzocchetti",https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market-is-the-con,2016
409,"Financial openness, risk and bank efficiency: Cross-country evidence","Yun Luo, Sailesh Tanna, Glauco De Vita",https://pureportal.coventry.ac.uk/en/publications/financial-openness-risk-and-bank-efficiency-cross-country-evidenc-2,Jun 2016
410,Handbook of Frontier Markets: Evidence from Asia and International Comparative Studies,"Panagiotis Andrikopoulos (Editor), G. N. Gregoriou (Editor), V. Kallinterakis (Editor)",https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-evidence-from-asia-and-international,12 Aug 2016
411,"Handbook of Frontier Markets: African, European and Asian Evidence","Panagiotis Andrikopoulos (Editor), Greg N. Gregoriou (Editor), Vasileios Kallinterakis (Editor)",https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-african-european-and-asian-evidence,2016
412,ICT as a general-purpose technology: The productivity of ICT in the United States revisited,"Hailin Liao, B. Wang, B. Li, T. Weyman-Jones",https://pureportal.coventry.ac.uk/en/publications/ict-as-a-general-purpose-technology-the-productivity-of-ict-in-th-2,Sep 2016
413,"IFRS Adoption in the EU and the Challenge of Nomenclature Evidence from the UK, France, and Germany","M. Nnadi, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/ifrs-adoption-in-the-eu-and-the-challenge-of-nomenclature-evidenc-2,Mar 2016
414,Information asymmetry and financial development dynamics in Africa,"S. A. Asongu, Jacinta C. Nwachukwu, V. S. Tchamyou",https://pureportal.coventry.ac.uk/en/publications/information-asymmetry-and-financial-development-dynamics-in-afric-2,22 Dec 2016
415,International Standards on Auditing in the International Financial Services Centres: What Matters?,"Pran Boolaky, Kamil Omoteso",https://pureportal.coventry.ac.uk/en/publications/international-standards-on-auditing-in-the-international-financia-2,2016
416,Islamic financial reporting standardisation projects: institutional logics perspective on the Malaysian case,Ahmad Abras,https://pureportal.coventry.ac.uk/en/publications/islamic-financial-reporting-standardisation-projects-institutiona,2016
417,Is there a Mission Drift in Microfinance? Some New Empirical Evidence from Uganda,Francis Darko,https://pureportal.coventry.ac.uk/en/publications/is-there-a-mission-drift-in-microfinance-some-new-empirical-evide,Mar 2016
418,"Law, Politics, and the Quality of Government in Africa","S.A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/law-politics-and-the-quality-of-government-in-africa-2,12 Oct 2016
419,Missing discourse in global supply chain management: the notion of exploitation and role of the state,"Shahidul Islam, Shaila Ahmed",https://pureportal.coventry.ac.uk/en/publications/missing-discourse-in-global-supply-chain-management-the-notion-of,2016
420,"Mobile phone penetration, mobile banking and inclusive development in africa","S. A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/mobile-phone-penetration-mobile-banking-and-inclusive-development-2,Jan 2016
421,Mobile phones in the diffusion of knowledge and persistence in inclusive human development in Sub-Saharan Africa,"Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/mobile-phones-in-the-diffusion-of-knowledge-and-persistence-in-in-2,21 Jun 2016
422,On the real effects of financial pressure: Evidence from euro area firm-level employment during the recent financial crisis,"Filipa Fernandes, Serafeim Tsoukas, Alexandros Kontonikas",https://pureportal.coventry.ac.uk/en/publications/on-the-real-effects-of-financial-pressure-evidence-from-euro-area,2016
423,Revolution empirics: predicting the Arab Spring,"Simplice A. Asongu, J. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/revolution-empirics-predicting-the-arab-spring-2,Sep 2016
424,Risk Management in Islamic Banks,Kenneth Baldwin,https://pureportal.coventry.ac.uk/en/publications/risk-management-in-islamic-banks-2,2016
425,Signalling and Lifecycle Theories in the Banking Sectors of GCC Frontier Markets: An Empirical Assessment,"Ibrahim Yousef, Sudip Patra, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/signalling-and-lifecycle-theories-in-the-banking-sectors-of-gcc-f-2,24 Aug 2016
426,"Structural Breaks, Efficiency and Volatility: An Empirical Investigation of Southeast Asian Frontier Markets","P. Andrikopoulos, A.D. Le Trang, M. Newaz",https://pureportal.coventry.ac.uk/en/publications/structural-breaks-efficiency-and-volatility-an-empirical-investig-2,2016
427,Student performance in e-education: how far do learning style differences influence student grades?,Timothy Rodgers,https://pureportal.coventry.ac.uk/en/publications/student-performance-in-e-education-how-far-do-learning-style-diff-2,2016
428,The Comparative Inclusive Human Development of Globalisation in Africa,"S.A. Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-comparative-inclusive-human-development-of-globalisation-in-a-2,Dec 2016
429,The Cost of Multiple Large Shareholders,"C. X. Cai, D. Hillier, Jun Wang",https://pureportal.coventry.ac.uk/en/publications/the-cost-of-multiple-large-shareholders-2,1 Sep 2016
430,The Estimation of Minimum Efficient Scale of the Port Industry,"Y.-J. Seo, Jin Suk Park",https://pureportal.coventry.ac.uk/en/publications/the-estimation-of-minimum-efficient-scale-of-the-port-industry-2,Jul 2016
431,The governance-performance relationship: evidence from Ghana,"Andrews Owusu, C. Weir",https://pureportal.coventry.ac.uk/en/publications/the-governance-performance-relationship-evidence-from-ghana-2,12 Sep 2016
432,The impact of seaports on the regional economies in South Korea: Panel evidence from the augmented Solow model,"Jin Suk Park, Y-J. Seo",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-seaports-on-the-regional-economies-in-south-korea-p-2,Jan 2016
433,The Market Reaction to secondary listings: Evidence from selected companies listed on the Johannesburg Stock exchange.,"Irfaan Omarjee, Tasneem Joosub, David Coldwell",https://pureportal.coventry.ac.uk/en/publications/the-market-reaction-to-secondary-listings-evidence-from-selected-,Dec 2016
434,The Mobile Phone in the Diffusion of Knowledge for Institutional Quality in Sub-Saharan Africa,"S.A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-mobile-phone-in-the-diffusion-of-knowledge-for-institutional--2,Oct 2016
435,The philosophy of research on financial inclusion,Nikhil Sapre,https://pureportal.coventry.ac.uk/en/publications/the-philosophy-of-research-on-financial-inclusion-2,28 Mar 2016
436,The Portfolio Diversification Benefits of Frontier Markets: An Investigation Into Regional Effects,"Panos Andrikopoulos, Jacek Niklewski, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/the-portfolio-diversification-benefits-of-frontier-markets-an-inv-2,2016
437,The role of governance in mobile phones for inclusive human development in Sub-Saharan Africa,"S. A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-role-of-governance-in-mobile-phones-for-inclusive-human-devel-2,Sep 2016
438,Twitter and the US stock market: The influence of micro‑bloggers on share prices,"Karl Shutes, K. McGrath, Piotr Lis, Robert Riegler",https://pureportal.coventry.ac.uk/en/publications/twitter-and-the-us-stock-market-the-influence-of-microbloggers-on-2,2016
439,UK consumers’ perceived risk of buying products from emerging economies: A moderated mediation model,"Weiyue Wang, Hongwei He, Sunil Sahadev, Wei Song",https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ,2016
440,Value-enhancing learning from industry-wide diversification experience,"Thang Nguyen, Charlie X. Cai",https://pureportal.coventry.ac.uk/en/publications/value-enhancing-learning-from-industry-wide-diversification-exper,3 Apr 2016
441,"Welfare spending and quality of growth in developing countries: A note on evidence from Hopefuls, Contenders and Best Performers","S.A. Asongu, Jacinta C. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/welfare-spending-and-quality-of-growth-in-developing-countries-a--2,Dec 2016
442,What drives corporate governance quality in emerging African economies? Evidence from Ghana,Andrews Owusu,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-4,2016
443,What Drives Corporate Governance Quality in Emerging African Economies? Evidence from Ghana - Conference Paper,Andrews Owusu,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-3,2016
444,Accounting for corporate environmental responsibility in emerging economies: The case study of Nigeria,Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging-2,23 Mar 2015
445,A Finance-led Economic System: An ABM Experimentation and Policy Proposals,"Eliana Lauretta, Marco Raberto",https://pureportal.coventry.ac.uk/en/publications/a-finance-led-economic-system-an-abm-experimentation-and-policy-p,2015
446,ARIMA modelling of Lithuanian house price index,"A. Jadevicius, S. Huston",https://pureportal.coventry.ac.uk/en/publications/arima-modelling-of-lithuanian-house-price-index,2 Mar 2015
447,Board leadership structure for Chinese public listed companies,"Mei Yu, J.K. Ashton",https://pureportal.coventry.ac.uk/en/publications/board-leadership-structure-for-chinese-public-listed-companies-2,Jul 2015
448,Bohemianism and urban regeneration: A structured literature review and compte rendu,"Simon Huston, David Wadley, Rachael Fitzpatrick",https://pureportal.coventry.ac.uk/en/publications/bohemianism-and-urban-regeneration-a-structured-literature-review,1 Aug 2015
449,Capitalisation: reflections and practice for project appraisal,"Simon Huston, A. Jadevicius",https://pureportal.coventry.ac.uk/en/publications/capitalisation-reflections-and-practice-for-project-appraisal-an-,2015
450,Challenges Faced by Takaful Initiatives in the UK – The Salaam Insurance Experience,Aqsa Aziz,https://pureportal.coventry.ac.uk/en/publications/challenges-faced-by-takaful-initiatives-in-the-uk-the-salaam-insu,2015
451,Competitiveness and Determinants of Bank Profitability in Sub-Saharan Africa,Isaiah Oino,https://pureportal.coventry.ac.uk/en/publications/competitiveness-and-determinants-of-bank-profitability-in-sub-sah,25 Jun 2015
452,Compound Interest/Return,Lien Luu,https://pureportal.coventry.ac.uk/en/publications/compound-interestreturn,30 Apr 2015
453,Corporate Governance in China: Uncertainty Rules,"Mark Holmes, Renfred Wong",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-china-uncertainty-rules,13 Jul 2015
454,Corporate social responsibility reporting practices in banking companies in Bangladesh: Impact of Regulatory Changes,"Hafij Ullah, Mohammad Afjalur Rahman",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-reporting-practices-in-banking-co,10 Apr 2015
455,Does compliance matter in surveillance of Nigerian banks? A critical examination of the Central Bank of Nigeria code of corporate governance,"S. R. Abdullahi, Mas’ud Usman Ibrahim",https://pureportal.coventry.ac.uk/en/publications/does-compliance-matter-in-surveillance-of-nigerian-banks-a-critic-2,2015
456,Does Regulatory Environment affect Earnings Management in Transitional Economies? An Empirical Examination of the Financial Reporting Quality of Cross-Listed Firms of China and Hong Kong,"Matthias Nnadi, Kamil Omoteso, Yi Yu",https://pureportal.coventry.ac.uk/en/publications/does-regulatory-environment-affect-earnings-management-in-transit-2,2015
457,Effects of Exchange Rate Volatility on Tourist Flows into Iceland,"G. Agiomirgianakis, Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/effects-of-exchange-rate-volatility-on-tourist-flows-into-iceland-2,9 Oct 2015
458,"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq War",Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po,31 Jan 2015
459,Finance-Growth: Virtuous and Dis-Virtuous Cycles (VDCs) Theory and Empirical Evidence,"Eliana Lauretta, Jane Binner, Logan Kelly, Sajid Chaudhry",https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e,2015
460,Financial decisions and market performance: An analysis of China's domestic mergers and acquisitions,"Christopher Muganhu, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-an-analysis-of-chinas-,2015
461,Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,"G. Agiomirgianakis, Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain,2015
462,Forecasting the Jordanian stock index: modelling asymmetric volatility and distribution effects within a GARCH framework,"H. Al-Hajieh, H. AlNemer, Timothy Rodgers, Jacek Niklewski",https://pureportal.coventry.ac.uk/en/publications/forecasting-the-jordanian-stock-index-modelling-asymmetric-volati-2,2015
463,Foreign aid and governance in Africa,"S. Asongu, J. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-governance-in-africa-2,2015
464,Impact of corporate governance on firm risk,Qazi Awais Amin,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-firm-risk,2015
465,Industry concentration and the cross-section of stock returns: Evidence from the UK,"Larry Su, Nawar Hashem",https://pureportal.coventry.ac.uk/en/publications/industry-concentration-and-the-cross-section-of-stock-returns-evi,Sep 2015
466,Introduction to accounting: The double-entry bookkeeping system & a case study ,"Alessio Faccia, Francesco Manni",https://pureportal.coventry.ac.uk/en/publications/introduction-to-accounting-the-double-entry-bookkeeping-system-am,1 Dec 2015
467,Market reaction to the positiveness of annual report narratives,"Liafisu Sina Yekini, Tomasz Piotr Wisniewski, Yuval Millo",https://pureportal.coventry.ac.uk/en/publications/market-reaction-to-the-positiveness-of-annual-report-narratives-2,11 Dec 2015
468,Microfinance and Poverty Reduction: The Case Study of Selected Institutions in the Greater Accra Region of Ghana,Francis Darko,https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins,2015
469,Monetary and debt-concerned fiscal policies interaction in monetary unions,Pasquale Foresti,https://pureportal.coventry.ac.uk/en/publications/monetary-and-debt-concerned-fiscal-policies-interaction-in-moneta,Oct 2015
470,Mortgage,Lien Luu,https://pureportal.coventry.ac.uk/en/publications/mortgage,Apr 2015
471,"Organizational customer orientation, employee customer orientation and employee job performance: the moderating role of openness to experience","Weiyue Wang, H. He, W. Zhu, Wei Song",https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2,2015
472,Paraconsistent games and the limits of rational self-interest,"A. Daynes, Panos Andrikopoulos, P. Pagas, D. Latimer",https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2,4 Jan 2015
473,"Personalisation of power, neoliberalism and the production of corruption","Amal Hayati Ahmad Khair, Roszaini Haniffa, Mohammad Hudaib, Mohamad Nazri Mohamad",https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr,1 Sep 2015
474,Real Estate,Lien Luu,https://pureportal.coventry.ac.uk/en/publications/real-estate,Apr 2015
475,Reestablishing stability and avoiding a credit crunch: Comparing different bad bank schemes,"Achim Hauck, Ulrike Neyer, Thomas Vieten",https://pureportal.coventry.ac.uk/en/publications/reestablishing-stability-and-avoiding-a-credit-crunch-comparing-d,Aug 2015
476,Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,Ejike Udeogu,https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e,2015
477,Retirement,Lien Luu,https://pureportal.coventry.ac.uk/en/publications/retirement,Apr 2015
478,"'Smart' sustainable urban regeneration: Institutions, quality and financial innovation","Simon Huston, Reyhaneh Rahimzad, Ali Parsa",https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin,Nov 2015
479,Stock market returns and the content of annual report narratives,"T.P. Wisniewski, Sina Yekini",https://pureportal.coventry.ac.uk/en/publications/stock-market-returns-and-the-content-of-annual-report-narratives-2,2015
480,Telling it straight — Mark Carney splits opinion,Tola Adesina,https://pureportal.coventry.ac.uk/en/publications/telling-it-straight-mark-carney-splits-opinion,18 Dec 2015
481,Testing the Weak-form Efficiency of Stock Markets: A Comparative Study of Emerging and Industrialised Economies,"Jacinta Nwachukwu, Shitta Omowunmi",https://pureportal.coventry.ac.uk/en/publications/testing-the-weak-form-efficiency-of-stock-markets-a-comparative-s,2015
482,The consequences of a refund in threshold public good games,"E. Cartwright, A. Stepanova",https://pureportal.coventry.ac.uk/en/publications/the-consequences-of-a-refund-in-threshold-public-good-games,Sep 2015
483,The Corporate Social Responsibility of Accounting Firms: A Comparison Study between China and South Africa,"Tasneem Joosub, Xin Guo",https://pureportal.coventry.ac.uk/en/publications/the-corporate-social-responsibility-of-accounting-firms-a-compari,2015
484,The credit signals that matter most for sovereign bond spreads with split rating,"Huong Vu, Rasha Alsakka, Owain ap Gwilym",https://pureportal.coventry.ac.uk/en/publications/the-credit-signals-that-matter-most-for-sovereign-bond-spreads-wi,May 2015
485,The duration analysis of structural breaks: is stability destabilizing?,Jin Suk Park,https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2,2015
486,The economy wide impact of HIV/AIDS and the funding dilemma in Africa: Evidence from a dynamic life cycle horizon of Uganda,"Judith Kabajulizi, Mthuli Ncube",https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr,Sep 2015
